event_ID,utilized_cores,num_cores,core_utilization,event_t_arrival,event_t_finish,event_t_finish_minus_event_t_arrival,(event.t_finish-event.t_arrival)/T,event_dnn
0,55296,55296,1.0,0,194599257,138013657.44680852,0.00194599257,GPT2
1,55296,55296,1.0,587272585760.972,587274146760.972,1107092.1985815603,1.561e-05,AlexNet
2,55296,55296,1.0,587284023896.8363,587304572896.8363,14573758.865248227,0.00020549,VGG19
3,55296,55296,1.0,1282195445258.1392,1282197006258.1392,1107092.1985815603,1.561e-05,AlexNet
4,17510,55296,0.31665943287037035,1291883832423.5125,1294981414507.5125,2196866726.2411346,0.03097582084,BERT
5,24252,55296,0.4385850694444444,1340971548356.519,1344069130440.519,2196866726.2411346,0.03097582084,BERT
6,18693,55296,0.3380533854166667,1391516802527.594,1391534351527.594,12446099.290780142,0.00017549,VGG16
7,22856,55296,0.41333912037037035,1578799168216.9736,1578993767473.9736,138013657.44680852,0.00194599257,GPT2
8,28415,55296,0.5138708043981481,1694387139187.9158,1694407688187.9158,14573758.865248227,0.00020549,VGG19
9,24252,55296,0.4385850694444444,1752987485643.1682,1756085067727.1682,2196866726.2411346,0.03097582084,BERT
10,17004,55296,0.3075086805555556,1755764448120.0105,1755781997120.0105,12446099.290780142,0.00017549,VGG16
11,7554,55296,0.13661024305555555,2001061098673.405,2001111776436.405,35941675.88652483,0.00050677763,DLRM
12,55296,55296,1.0,2082861830063.7087,2082912507826.7087,35941675.88652483,0.00050677763,DLRM
13,55296,55296,1.0,2362759682142.035,2385762281399.035,16313900182.269505,0.23002599257,ChatGPT
14,26410,55296,0.47761140046296297,2524076452426.0703,2524096001426.0703,13864539.0070922,0.00019549,ResNet18
15,26410,55296,0.47761140046296297,2686408588701.5483,2686603187958.5483,138013657.44680852,0.00194599257,GPT2
16,46428,55296,0.8396267361111112,2804278938545.861,2804298487545.861,13864539.0070922,0.00019549,ResNet18
17,26410,55296,0.47761140046296297,3004541991191.4775,3004561540191.4775,13864539.0070922,0.00019549,ResNet18
18,18693,55296,0.3380533854166667,3013429944522.568,3013624543779.568,138013657.44680852,0.00194599257,GPT2
19,55296,55296,1.0,3045319698936.267,3045337247936.267,12446099.290780142,0.00017549,VGG16
20,55296,55296,1.0,3255809996722.32,3278812595979.32,16313900182.269505,0.23002599257,ChatGPT
21,55296,55296,1.0,3345720305234.0493,3368722904491.0493,16313900182.269505,0.23002599257,ChatGPT
22,55296,55296,1.0,3662466193154.07,3662485742154.07,13864539.0070922,0.00019549,ResNet18
23,55296,55296,1.0,3684474878181.017,3684476439181.017,1107092.1985815603,1.561e-05,AlexNet
24,55296,55296,1.0,3722383825197.986,3725481407281.986,2196866726.2411346,0.03097582084,BERT
25,55296,55296,1.0,3875314641142.845,3875316202142.845,1107092.1985815603,1.561e-05,AlexNet
26,55296,55296,1.0,3877160398660.402,3877179947660.402,13864539.0070922,0.00019549,ResNet18
27,55296,55296,1.0,3974984987664.612,3974986548664.612,1107092.1985815603,1.561e-05,AlexNet
28,7554,55296,0.13661024305555555,4112883364292.192,4112934042055.192,35941675.88652483,0.00050677763,DLRM
29,55296,55296,1.0,4171966705540.4365,4172017383303.4365,35941675.88652483,0.00050677763,DLRM
30,55296,55296,1.0,4182861846235.5063,4182863407235.5063,1107092.1985815603,1.561e-05,AlexNet
31,23437,55296,0.42384620949074076,4246206102334.8574,4246226651334.8574,14573758.865248227,0.00020549,VGG19
32,23437,55296,0.42384620949074076,4280965468208.3105,4281016145971.3105,35941675.88652483,0.00050677763,DLRM
33,39320,55296,0.7110821759259259,4293690920749.844,4293711469749.844,14573758.865248227,0.00020549,VGG19
34,55296,55296,1.0,4295646616200.236,4295667165200.236,14573758.865248227,0.00020549,VGG19
35,55296,55296,1.0,4544371155888.527,4544372716888.527,1107092.1985815603,1.561e-05,AlexNet
36,7554,55296,0.13661024305555555,4575234036962.491,4575284714725.491,35941675.88652483,0.00050677763,DLRM
37,23437,55296,0.42384620949074076,4663034621248.188,4663085299011.188,35941675.88652483,0.00050677763,DLRM
38,55296,55296,1.0,4748393825253.886,4748414374253.886,14573758.865248227,0.00020549,VGG19
39,55296,55296,1.0,5061975262313.405,5084977861570.405,16313900182.269505,0.23002599257,ChatGPT
40,55296,55296,1.0,5182292028507.723,5182293589507.723,1107092.1985815603,1.561e-05,AlexNet
41,42874,55296,0.7753544560185185,5258530713315.828,5258550262315.828,13864539.0070922,0.00019549,ResNet18
42,22856,55296,0.41333912037037035,5377078587097.301,5377099136097.301,14573758.865248227,0.00020549,VGG19
43,11951,55296,0.2161277488425926,5454862096728.379,5455056695985.379,138013657.44680852,0.00194599257,GPT2
44,24252,55296,0.4385850694444444,5531626845584.6045,5534724427668.6045,2196866726.2411346,0.03097582084,BERT
45,18693,55296,0.3380533854166667,5546705195006.794,5546722744006.794,12446099.290780142,0.00017549,VGG16
46,6392,55296,0.11559606481481481,5836013298257.102,5836207897514.102,138013657.44680852,0.00194599257,GPT2
47,11951,55296,0.2161277488425926,6050678734513.481,6050873333770.481,138013657.44680852,0.00194599257,GPT2
48,55296,55296,1.0,6065467814711.541,6068565396795.541,2196866726.2411346,0.03097582084,BERT
49,55296,55296,1.0,6288156106510.439,6311158705767.439,16313900182.269505,0.23002599257,ChatGPT
50,26991,55296,0.4881184895833333,6338852222717.304,6338902900480.304,35941675.88652483,0.00050677763,DLRM
51,38711,55296,0.7000687210648148,6444493425191.369,6444512974191.369,13864539.0070922,0.00019549,ResNet18
52,30994,55296,0.5605107060185185,6487228592261.426,6487246141261.426,12446099.290780142,0.00017549,VGG16
53,38711,55296,0.7000687210648148,6588794539026.442,6588812088026.442,12446099.290780142,0.00017549,VGG16
54,55296,55296,1.0,6803614632673.882,6803634181673.882,13864539.0070922,0.00019549,ResNet18
55,55296,55296,1.0,6907955875096.447,6907957436096.447,1107092.1985815603,1.561e-05,AlexNet
56,31969,55296,0.5781430844907407,6950864824321.316,6953962406405.316,2196866726.2411346,0.03097582084,BERT
57,46428,55296,0.8396267361111112,6994953079483.284,6994972628483.284,13864539.0070922,0.00019549,ResNet18
58,42874,55296,0.7753544560185185,7050830651799.627,7050850200799.627,13864539.0070922,0.00019549,ResNet18
59,28415,55296,0.5138708043981481,7052004433106.203,7052024982106.203,14573758.865248227,0.00020549,VGG19
60,24252,55296,0.4385850694444444,7149210076524.983,7152307658608.983,2196866726.2411346,0.03097582084,BERT
61,55296,55296,1.0,7303833608507.543,7303851157507.543,12446099.290780142,0.00017549,VGG16
62,55296,55296,1.0,7363601334128.169,7363602895128.169,1107092.1985815603,1.561e-05,AlexNet
63,55296,55296,1.0,7648051832544.053,7671054431801.053,16313900182.269505,0.23002599257,ChatGPT
64,55296,55296,1.0,7675105093450.133,7675155771213.133,35941675.88652483,0.00050677763,DLRM
65,55296,55296,1.0,7822768583596.054,7845771182853.054,16313900182.269505,0.23002599257,ChatGPT
66,55296,55296,1.0,7823056029028.0,7841886182853.054,13354719024.860788,0.1883015382505371,ResNet18
67,55296,55296,1.0,7839653202391.482,7865079782110.054,18033035261.39808,0.2542657971857129,ChatGPT
68,18693,55296,0.3380533854166667,7914531475970.413,7914726075227.413,138013657.44680852,0.00194599257,GPT2
69,24252,55296,0.4385850694444444,8037989290587.863,8038006839587.863,12446099.290780142,0.00017549,VGG16
70,12532,55296,0.22663483796296297,8277169344944.674,8280266927028.674,2196866726.2411346,0.03097582084,BERT
71,26991,55296,0.4881184895833333,8340166431715.439,8340217109478.439,35941675.88652483,0.00050677763,DLRM
72,55296,55296,1.0,8605291698089.469,8605311247089.469,13864539.0070922,0.00019549,ResNet18
73,55296,55296,1.0,8685437333390.438,8685438894390.438,1107092.1985815603,1.561e-05,AlexNet
74,26410,55296,0.47761140046296297,8704352678504.738,8704372227504.738,13864539.0070922,0.00019549,ResNet18
75,22856,55296,0.41333912037037035,8840129133951.78,8840323733208.78,138013657.44680852,0.00194599257,GPT2
76,55296,55296,1.0,8959471386589.877,8959491935589.877,14573758.865248227,0.00020549,VGG19
77,55296,55296,1.0,8985654992077.783,8985656553077.783,1107092.1985815603,1.561e-05,AlexNet
78,55296,55296,1.0,9125847049150.201,9125848610150.201,1107092.1985815603,1.561e-05,AlexNet
79,18693,55296,0.3380533854166667,9130903168000.045,9130920717000.045,12446099.290780142,0.00017549,VGG16
80,55296,55296,1.0,9144173023321.45,9144367622578.45,138013657.44680852,0.00194599257,GPT2
81,55296,55296,1.0,9194643013676.242,9194644574676.242,1107092.1985815603,1.561e-05,AlexNet
82,26410,55296,0.47761140046296297,9197514497790.076,9197709097047.076,138013657.44680852,0.00194599257,GPT2
83,55296,55296,1.0,9208288079294.791,9208307628294.791,13864539.0070922,0.00019549,ResNet18
84,55296,55296,1.0,9285687164127.121,9285688725127.121,1107092.1985815603,1.561e-05,AlexNet
85,19274,55296,0.34856047453703703,9628856726162.943,9628907403925.943,35941675.88652483,0.00050677763,DLRM
86,24252,55296,0.4385850694444444,9642115431756.014,9642132980756.014,12446099.290780142,0.00017549,VGG16
87,8755,55296,0.15832971643518517,9651717683686.36,9654815265770.36,2196866726.2411346,0.03097582084,BERT
